Brand;Retailer ID;Invoice Date;Region;State;City;Units Sold;Operating Profit;Operating Margin;Sales Method;Product Name;Product ID
NIKE;1128299;24/01/2021;West;Wyoming;Cheyenne;400;$48.000 ;30%;In-store;Nike iSPA React;CT2692-002
NIKE;1128299;24/02/2021;West;Wyoming;Cheyenne;450;$47.250 ;35%;In-store;Nike PhantomVNM Club FG;AO0577-717
NIKE;1128299;24/02/2021;West;Wyoming;Cheyenne;350;$49.000 ;35%;In-store;Nike Air Max 90;CU3005-171
NIKE;1128299;24/02/2021;West;Wyoming;Cheyenne;350;$49.000 ;35%;In-store;NikeCourt Air Zoom Zero;AA8018-101
NIKE;1128299;24/02/2021;Southeast;Virginia;Richmond;200;$28.000 ;35%;In-store;Nike Air Force Max II;AV6243-400
NIKE;1128299;24/02/2021;Southeast;Virginia;Richmond;125;$22.500 ;40%;In-store;Nike Air Max 270 React;CT2535-001
NIKE;1128299;24/02/2021;Southeast;Virginia;Richmond;325;$39.000 ;30%;In-store;Nike Mercurial Superfly 7 Academy MDS IC;BQ5430-401
NIKE;1128299;23/03/2021;Southeast;Virginia;Richmond;475;$66.500 ;35%;In-store;Nike Air Max 1 Print;AQ0927-100
NIKE;1128299;23/03/2021;Southeast;Virginia;Richmond;325;$56.875 ;35%;In-store;Nike Air Max 97 SE;AQ4126-100
NIKE;1128299;23/03/2021;Southeast;Virginia;Richmond;350;$67.375 ;35%;In-store;NikeCourt Air Zoom Resistance;918194-003
NIKE;1128299;23/03/2021;Southeast;Virginia;Richmond;250;$43.750 ;35%;In-store;Nike Phantom Venom Club IC;AO0578-717
NIKE;1128299;23/03/2021;Southeast;Virginia;Richmond;100;$22.000 ;40%;In-store;Nike Benassi JDI SE;CK0986-002
NIKE;1128299;23/03/2021;Southeast;Virginia;Richmond;300;$45.000 ;30%;In-store;Nike Mercurial Superfly 7 Elite MDS FG;BQ5469-703
NIKE;1128299;24/04/2021;Southeast;Virginia;Richmond;475;$91.438 ;35%;In-store;Nike Mercurial Vapor 13 Club IC;AT7997-606
NIKE;1128299;24/04/2021;Southeast;Virginia;Richmond;275;$57.750 ;35%;In-store;Nike Air VaporMax 360;CT5063-100
NIKE;1128299;24/04/2021;Southeast;Virginia;Richmond;325;$68.250 ;35%;In-store;Nike Solarsoft;488161-602
NIKE;1128299;24/04/2021;Southeast;Virginia;Richmond;225;$35.438 ;35%;In-store;Air Jordan 11 Retro Low;528895-003
NIKE;1128299;24/04/2021;Southeast;Virginia;Richmond;125;$25.000 ;40%;In-store;Nike Zoom Fly 3 Premium;CD4570-300
NIKE;1128299;24/04/2021;Southeast;Virginia;Richmond;300;$58.500 ;30%;In-store;Nike Zoom Gravity;BQ3203-007
NIKE;1128299;25/05/2021;Southeast;Virginia;Richmond;500;$87.500 ;35%;In-store;Nike MX-720-818;CU3013-070
NIKE;1128299;25/05/2021;Southeast;Virginia;Richmond;350;$67.375 ;35%;In-store;Nike Mercurial Vapor 13 Elite SE FG;CD6720-808
NIKE;1128299;25/05/2021;Southeast;Virginia;Richmond;350;$67.375 ;35%;In-store;Nike Air Max 720 BETRUE;CJ5472-900
NIKE;1128299;25/05/2021;Southeast;Virginia;Richmond;275;$48.125 ;35%;In-store;Nike Air Force 1 Mid '07;315123-111
NIKE;1128299;25/05/2021;Southeast;Virginia;Richmond;175;$31.500 ;40%;In-store;Nike Air Max 2017;849559-004
NIKE;1128299;25/05/2021;Southeast;Virginia;Richmond;525;$94.500 ;30%;In-store;Nike EXP-X14 SE;AO3095-100
NIKE;1128299;24/06/2021;Southeast;Virginia;Richmond;775;$149.188 ;35%;In-store;NikeCourt Lite 2;AR8836-009
NIKE;1128299;24/06/2021;Southeast;Virginia;Richmond;650;$147.875 ;35%;In-store;Air Max 200 20;CT5062-100
NIKE;1128299;24/06/2021;Southeast;Virginia;Richmond;650;$182.000 ;35%;In-store;Nike x Undercover Air Max 720;CN2408-001
NIKE;1128299;24/06/2021;Southeast;Virginia;Richmond;525;$147.000 ;35%;In-store;Air Jordan 13 Retro;414571-030
NIKE;1128299;24/06/2021;Southeast;Virginia;Richmond;400;$144.000 ;40%;In-store;Nike Cortez '72 S.D.;CJ2586-100
NIKE;1128299;24/06/2021;Southeast;Virginia;Richmond;700;$220.500 ;30%;In-store;Nike Xarr;BQ5240-200
NIKE;1128299;23/07/2021;Southeast;Virginia;Richmond;850;$252.875 ;35%;In-store;Nike Air Max 97 On Air Jasmine Lasode;CI1504-100
NIKE;1128299;23/07/2021;Southeast;Virginia;Richmond;700;$220.500 ;35%;In-store;Nike Air Force 1 GORE-TEX ®;CK2630-700
NIKE;1128299;23/07/2021;Southeast;Virginia;Richmond;650;$204.750 ;35%;In-store;Kyrie 6 EP 'Chinese New Year';CD5029-001
NIKE;1128299;23/07/2021;Southeast;Virginia;Richmond;550;$163.625 ;35%;In-store;Nike Fly.By Mid;CD0189-001
NIKE;1128299;23/07/2021;Southeast;Virginia;Richmond;600;$216.000 ;40%;In-store;Nike Zoom KD12;CK1195-101
NIKE;1128299;23/07/2021;Southeast;Virginia;Richmond;600;$189.000 ;30%;In-store;Nike Mercurial Vapor 13 Academy MDS MG;CJ1292-401
NIKE;1128299;24/08/2021;Southeast;Virginia;Richmond;800;$252.000 ;35%;In-store;Nike Mercurial Vapor 13 Elite SE FG;CD6720-808
NIKE;1128299;24/08/2021;Southeast;Virginia;Richmond;775;$217.000 ;35%;In-store;Nike Epic React Flyknit 2;BQ8928-011
NIKE;1128299;24/08/2021;Southeast;Virginia;Richmond;650;$159.250 ;35%;In-store;Nike MX-720-818;BV5841-800
NIKE;1128299;24/08/2021;Southeast;Virginia;Richmond;425;$104.125 ;35%;In-store;Nike Mercurial Vapor 13 Club Neymar Jr. MG;AT7967-104
NIKE;1128299;24/08/2021;Southeast;Virginia;Richmond;425;$119.000 ;40%;In-store;Nike Air Streak Lite;CD4387-100
NIKE;1128299;24/08/2021;Southeast;Virginia;Richmond;250;$56.250 ;30%;In-store;Nike SB Zoom Stefan Janoski Canvas RM Premium;AQ7878-003
NIKE;1128299;25/09/2021;Southeast;Virginia;Richmond;450;$78.750 ;35%;In-store;Nike Air VaporMax LX;BV1712-001
NIKE;1128299;25/09/2021;Southeast;Virginia;Richmond;450;$86.625 ;35%;In-store;Nike Wildhorse 6;BV7106-400
NIKE;1128299;25/09/2021;Southeast;Virginia;Richmond;250;$43.750 ;35%;In-store;Nike Air Zoom Pegasus 36;AQ2210-002
NIKE;1128299;25/09/2021;Southeast;Virginia;Richmond;200;$35.000 ;35%;In-store;Nike Air Zoom Wildhorse 5;AQ2222-200
NIKE;1128299;25/09/2021;Southeast;Virginia;Richmond;225;$54.000 ;40%;In-store;Nike Air Max 720 Waves;BQ4430-400
NIKE;1128299;25/09/2021;Southeast;Virginia;Richmond;250;$33.750 ;30%;In-store;Nike Benassi JDI BETRUE;CD2717-001
NIKE;1128299;24/10/2021;Southeast;Virginia;Richmond;350;$49.000 ;35%;In-store;Kyrie 4;943806-602
NIKE;1128299;24/10/2021;Southeast;Virginia;Richmond;525;$101.063 ;35%;In-store;Air Jordan 5 Retro;CN2932-100
NIKE;1128299;24/10/2021;Southeast;Virginia;Richmond;350;$61.250 ;35%;In-store;Nike Flex 2020 RN;CI9994-001
NIKE;1128299;24/10/2021;Southeast;Virginia;Richmond;325;$51.188 ;35%;In-store;Nike Drop-Type Premium;CN6916-100
NIKE;1128299;24/10/2021;Southeast;Virginia;Richmond;300;$66.000 ;40%;In-store;Jordan Modero 2 VP;CU2708-901
NIKE;1128299;24/10/2021;Southeast;Virginia;Richmond;350;$63.000 ;30%;In-store;Nike React Metcon;BQ6044-100
NIKE;1128299;24/11/2021;Southeast;Virginia;Richmond;575;$90.563 ;35%;In-store;Nike Joyride Dual Run;CD4365-003
NIKE;1128299;24/11/2021;Southeast;Virginia;Richmond;650;$113.750 ;35%;In-store;Nike Classic Cortez;749571-154
NIKE;1128299;24/11/2021;Southeast;Virginia;Richmond;475;$74.813 ;35%;In-store;Nike React Element 55 Premium;CI3835-002
NIKE;1128299;24/11/2021;Southeast;Virginia;Richmond;450;$86.625 ;35%;In-store;Nike Mercurial Vapor 13 Academy MDS TF;CJ1306-401
NIKE;1128299;24/11/2021;Southeast;Virginia;Richmond;425;$127.500 ;40%;In-store;Jordan 'Why Not?' Zer0.2 SE;CW6565-900
NIKE;1128299;24/11/2021;Southeast;Virginia;Richmond;550;$132.000 ;30%;In-store;Nike Joyride CC;AO1742-004
NIKE;1128299;23/12/2021;Southeast;Virginia;Richmond;750;$170.625 ;35%;In-store;Nike Tiempo Legend 8 Club TF;AT6109-606
NIKE;1128299;23/12/2021;Southeast;Virginia;Richmond;750;$196.875 ;35%;In-store;Nike Phantom Vision 2 Academy Dynamic Fit TF;CD4172-606
NIKE;1128299;23/12/2021;Southeast;Virginia;Richmond;550;$134.750 ;35%;In-store;Nike Zoom Fly Flyknit;AR4561-200
NIKE;1128299;23/12/2021;Southeast;Virginia;Richmond;550;$134.750 ;35%;In-store;Nike Air Max 98 SE;CD0132-001
NIKE;1128299;23/12/2021;Southeast;Virginia;Richmond;475;$152.000 ;40%;In-store;Nike Air Max Tailwind IV SP;BV1357-003
NIKE;1128299;23/12/2021;Southeast;Virginia;Richmond;575;$146.625 ;30%;In-store;Jordan Proto-Lyte;AT3381-008
NIKE;1185732;19/01/2021;Southeast;Virginia;Richmond;750;$131.250 ;50%;In-store;Nike Mercurial Superfly 7 Academy TF;AT7978-414
NIKE;1185732;19/01/2021;Southeast;Virginia;Richmond;550;$77.000 ;40%;In-store;Nike x Hawkins High Cortez;CJ6106-100
NIKE;1185732;19/01/2021;Southeast;Virginia;Richmond;550;$41.250 ;30%;In-store;Nike Epic Phantom React Flyknit Icon Clash;CK0089-100
NIKE;1185732;19/01/2021;Southeast;Virginia;Richmond;400;$42.000 ;35%;In-store;Nike Air Max 2090;CT7695-401
NIKE;1185732;19/01/2021;Southeast;Virginia;Richmond;450;$81.000 ;40%;In-store;Nike Phantom Vision Academy Dynamic Fit MG;AO3258-080
NIKE;1185732;19/01/2021;Southeast;Virginia;Richmond;550;$105.875 ;55%;In-store;NikeCourt Air Max Vapor Wing MS;BQ0129-106
NIKE;1185732;17/02/2021;Southeast;Virginia;Richmond;800;$140.000 ;50%;In-store;LeBron x John Elliott Icon;AQ0114-101
NIKE;1185732;17/02/2021;Southeast;Virginia;Richmond;450;$63.000 ;40%;In-store;Nike Air Max 270 Flyknit;AO1023-005
NIKE;1185732;17/02/2021;Southeast;Virginia;Richmond;500;$37.500 ;30%;In-store;Air Jordan 13 Retro Chinese New Year;CW4409-100
NIKE;1185732;17/02/2021;Midwest;Michigan;Detroit;375;$39.375 ;35%;In-store;Nike Zoom Pegasus Turbo Shield;BQ1896-002
NIKE;1185732;17/02/2021;Midwest;Michigan;Detroit;450;$81.000 ;40%;In-store;Nike Air Wildwood ACG;AO3116-004
NIKE;1185732;17/02/2021;Midwest;Michigan;Detroit;550;$105.875 ;55%;In-store;Nike Air Max 720;CI3870-100
NIKE;1185732;15/03/2021;Midwest;Michigan;Detroit;770;$134.750 ;50%;In-store;LeBron 16 Low;CI2668-004
NIKE;1185732;15/03/2021;Midwest;Michigan;Detroit;450;$63.000 ;40%;In-store;Air Jordan 14 Retro;487471-003
NIKE;1185732;15/03/2021;Midwest;Michigan;Detroit;475;$35.625 ;30%;In-store;Nike Air Force 1 Type-2;CT2584-100
NIKE;1185732;15/03/2021;Midwest;Michigan;Detroit;325;$34.125 ;35%;In-store;Nike Free RN Flyknit 3.0;AQ5708-201
NIKE;1185732;15/03/2021;Midwest;Michigan;Detroit;375;$67.500 ;40%;In-store;Nike SB Air Max Stefan Janoski 2;AQ7477-009
NIKE;1185732;15/03/2021;Midwest;Michigan;Detroit;475;$91.438 ;55%;In-store;Nike Air Zoom Pegasus 36 Trail;AR5676-401
NIKE;1185732;16/04/2021;Midwest;Michigan;Detroit;725;$126.875 ;50%;In-store;Nike Tiempo Legend 8 Club IC;AT6110-004
NIKE;1185732;16/04/2021;Midwest;Michigan;Detroit;425;$68.000 ;40%;In-store;Nike Flex TR 9;AQ7491-008
NIKE;1185732;16/04/2021;Midwest;Michigan;Detroit;450;$40.500 ;30%;In-store;Nike Epic Phantom React;CI1291-400
NIKE;1185732;16/04/2021;Midwest;Michigan;Detroit;375;$45.938 ;35%;In-store;Nike Metcon 5 AMP;CN5455-160
NIKE;1185732;16/04/2021;Midwest;Michigan;Detroit;400;$80.000 ;40%;In-store;Nike SB Air Zoom Bruin Edge;CD5036-100
NIKE;1185732;16/04/2021;Midwest;Michigan;Detroit;525;$115.500 ;55%;In-store;Nike ISPA Air Max 720;CQ6278-001
NIKE;1185732;15/05/2021;Midwest;Michigan;Detroit;795;$198.750 ;50%;In-store;Nike x Undercover React Presto;CU3459-200
NIKE;1185732;15/05/2021;Midwest;Michigan;Detroit;500;$100.000 ;40%;In-store;Nike Vandalised;BQ3610-100
NIKE;1185732;15/05/2021;Midwest;Michigan;Detroit;475;$64.125 ;30%;In-store;Nike Signal D/MS/X;AT5303-100
NIKE;1185732;15/05/2021;Midwest;Michigan;Detroit;450;$70.875 ;35%;In-store;Nike Air Max 720 (OBJ);CK2531-001
NIKE;1185732;15/05/2021;Midwest;Michigan;Detroit;475;$104.500 ;40%;In-store;Nike Vandalised LX;BQ3611-100
NIKE;1185732;15/05/2021;Midwest;Michigan;Detroit;575;$189.750 ;55%;In-store;Nike Canyon;CV5515-001
NIKE;1185732;17/06/2021;Midwest;Michigan;Detroit;825;$226.875 ;50%;In-store;Nike Flex RN 2019;AQ7487-201
NIKE;1185732;17/06/2021;Midwest;Michigan;Detroit;575;$115.000 ;40%;In-store;Nike Free RN 5.0;AQ1289-003
NIKE;1185732;17/06/2021;Midwest;Michigan;Detroit;550;$74.250 ;30%;In-store;NikeCourt Air Max Vapor Wing MS;BQ0129-106
NIKE;1185732;17/06/2021;Midwest;Michigan;Detroit;525;$82.688 ;35%;In-store;Nike Air Max 90 NS SE;881105-800
NIKE;1185732;17/06/2021;Midwest;Michigan;Detroit;525;$126.000 ;40%;In-store;Nike Mercurial Vapor 13 Club TF;AT7999-414
NIKE;1185732;17/06/2021;Midwest;Michigan;Detroit;675;$241.313 ;55%;In-store;Nike React Vision;CI7523-002
NIKE;1185732;15/07/2021;Midwest;Michigan;Detroit;900;$270.000 ;50%;In-store;Nike Air Max 2090;CT7698-600
NIKE;1185732;15/07/2021;Midwest;Michigan;Detroit;650;$143.000 ;40%;In-store;Nike Air Max Dia Winter;BQ9665-301
NIKE;1185732;15/07/2021;Midwest;Michigan;Detroit;575;$86.250 ;30%;In-store;Nike Mercurial Superfly 7 Elite SE FG;CD6721-808
NIKE;1185732;15/07/2021;Midwest;Michigan;Detroit;525;$91.875 ;35%;In-store;Nike Zoom Pegasus Turbo 2;BV7766-100
NIKE;1185732;15/07/2021;Midwest;Michigan;Detroit;550;$132.000 ;40%;In-store;Nike SB Shane;BV0657-400
NIKE;1185732;15/07/2021;Midwest;Michigan;Detroit;725;$259.188 ;55%;In-store;Nike Kawa Shower;832655-001
NIKE;1185732;16/08/2021;Midwest;Michigan;Detroit;875;$262.500 ;50%;In-store;Nike Air VaporMax 360;CK2719-400
NIKE;1185732;16/08/2021;Midwest;Michigan;Detroit;650;$143.000 ;40%;In-store;Air Jordan 1 Mid;554724-050
NIKE;1185732;16/08/2021;Midwest;Michigan;Detroit;575;$77.625 ;30%;In-store;Nike Phantom Vision 2 Academy Dynamic Fit MG;CD4156-606
NIKE;1185732;16/08/2021;Midwest;Michigan;Detroit;525;$64.313 ;35%;In-store;Nike Air Max FF 720;AO3189-600
NIKE;1185732;16/08/2021;Midwest;Michigan;Detroit;500;$90.000 ;40%;In-store;Jordan Proto-Max 720;BQ6623-070
NIKE;1185732;16/08/2021;Midwest;Michigan;Detroit;675;$185.625 ;55%;In-store;Nike Joyride Run Flyknit;AQ2731-500
NIKE;1185732;15/09/2021;Midwest;Michigan;Detroit;800;$180.000 ;50%;In-store;Nike Odyssey React Flyknit 2;AH1016-602
NIKE;1185732;15/09/2021;Midwest;Michigan;Detroit;600;$96.000 ;40%;In-store;Nike Joyride Optik;AJ6844-007
NIKE;1185732;15/09/2021;Midwest;Michigan;Detroit;500;$52.500 ;30%;In-store;Nike React Element 55 SE;CN3591-002
NIKE;1185732;15/09/2021;Midwest;Michigan;Detroit;475;$58.188 ;35%;In-store;Nike Air Max Dia LX;CI1214-004
NIKE;1185732;15/09/2021;Midwest;Michigan;Detroit;475;$85.500 ;40%;In-store;Nike Metcon 5;AQ1189-009
NIKE;1185732;15/09/2021;Midwest;Michigan;Detroit;575;$158.125 ;55%;In-store;Nike Benassi;343880-090
NIKE;1185732;17/10/2021;Midwest;Michigan;Detroit;750;$187.500 ;50%;In-store;Nike Zoom KD12 'YouTube';CQ7731-900
NIKE;1185732;17/10/2021;Midwest;Michigan;Detroit;575;$92.000 ;40%;In-store;Nike Air Force 1 React;CD4366-002
NIKE;1185732;17/10/2021;Midwest;Michigan;Detroit;425;$51.000 ;30%;In-store;Nike Air Max 90;CI5646-200
NIKE;1185732;17/10/2021;Midwest;Michigan;Detroit;400;$56.000 ;35%;In-store;Nike Air Zoom Pegasus 36;CD4573-001
NIKE;1185732;17/10/2021;Midwest;Michigan;Detroit;400;$80.000 ;40%;In-store;Nike Air Max 98 NRG;BQ5613-001
NIKE;1185732;17/10/2021;Midwest;Michigan;Detroit;525;$158.813 ;55%;In-store;Nike Zoom Fly 3;AT8241-002
NIKE;1185732;16/11/2021;Midwest;Michigan;Detroit;675;$168.750 ;50%;In-store;Kyrie 6 EP;BQ4631-100
NIKE;1185732;16/11/2021;Midwest;Michigan;Detroit;500;$90.000 ;40%;In-store;Nike Air Force 1 Shadow;CI0919-100
NIKE;1185732;16/11/2021;Midwest;Michigan;Detroit;445;$60.075 ;30%;In-store;Nike Air Max Tailwind IV;AQ2567-002
NIKE;1185732;16/11/2021;Midwest;Michigan;Detroit;475;$74.813 ;35%;In-store;Nike Potential 3;844127-108
NIKE;1185732;16/11/2021;Midwest;Michigan;Detroit;450;$108.000 ;40%;In-store;Nike Mercurial Vapor 13 Academy IC;AT7993-414
NIKE;1185732;16/11/2021;Midwest;Michigan;Detroit;625;$223.438 ;55%;In-store;Nike x Olivia Kim Air Max 98;CK3309-001
NIKE;1185732;15/12/2021;Midwest;Michigan;Detroit;850;$255.000 ;50%;In-store;NikeCourt Royale;749747-010
NIKE;1185732;15/12/2021;Midwest;Michigan;Detroit;650;$130.000 ;40%;In-store;Nike Air Huarache;634835-108
NIKE;1185732;15/12/2021;Midwest;Michigan;Detroit;600;$90.000 ;30%;In-store;KD Trey 5 VII EP;AT1198-401
NIKE;1185732;15/12/2021;Midwest;Michigan;Detroit;550;$96.250 ;35%;In-store;Nike Phantom Venom Academy FG;AO0566-606
NIKE;1185732;15/12/2021;Midwest;Michigan;Detroit;550;$132.000 ;40%;In-store;Nike Mercurial Vapor XII Club MG;AH7378-801
NIKE;1185732;15/12/2021;Midwest;Michigan;Detroit;650;$232.375 ;55%;In-store;Nike Phantom Vision 2 Elite Dynamic Fit FG;CD4161-606
NIKE;1185732;18/01/2021;Midwest;Michigan;Detroit;625;$75.000 ;40%;In-store;Nike Air Force 1 Mid '07;366731-100
NIKE;1185732;18/01/2021;Midwest;Michigan;Detroit;425;$44.625 ;35%;In-store;Nike Metcon 5 AMP;CD3398-063
NIKE;1185732;18/01/2021;Midwest;Michigan;Detroit;425;$29.750 ;35%;In-store;Nike Air Max 270 React;CT5064-001
NIKE;1185732;18/01/2021;Midwest;Michigan;Detroit;275;$27.500 ;40%;In-store;Nike Air Force 1 '07 Premium;BQ4424-700
NIKE;1185732;18/01/2021;Midwest;Michigan;Detroit;325;$45.500 ;35%;In-store;Air Jordan 12 Retro;130690-017
NIKE;1185732;18/01/2021;Midwest;Michigan;Detroit;425;$63.750 ;50%;In-store;Nike Air Max 98 LX;AV4417-002
NIKE;1185732;18/02/2021;Midwest;Michigan;Detroit;675;$81.000 ;40%;In-store;Nike Mercurial Superfly 7 Club MG;AT7949-606
NIKE;1185732;18/02/2021;Midwest;Michigan;Detroit;325;$34.125 ;35%;In-store;Nike Phantom Venom Academy TF;AO0571-606
NIKE;1185732;18/02/2021;Midwest;Michigan;Detroit;375;$26.250 ;35%;In-store;Nike Mercurial Superfly 7 Academy MDS MG;BQ5427-401
NIKE;1185732;18/02/2021;Midwest;Missouri;St. Louis;250;$25.000 ;40%;In-store;Nike SB Dunk High Pro;BQ6826-003
NIKE;1185732;18/02/2021;Midwest;Missouri;St. Louis;325;$45.500 ;35%;In-store;Nike Phantom Vision Academy Dynamic Fit MG;AO3258-080
NIKE;1185732;18/02/2021;Midwest;Missouri;St. Louis;400;$60.000 ;50%;In-store;Nike Air Max 270 React;AT6174-004
NIKE;1185732;17/03/2021;Midwest;Missouri;St. Louis;620;$86.800 ;40%;In-store;Nike Tiempo Legend 8 Elite FG;AT5293-004
NIKE;1185732;17/03/2021;Midwest;Missouri;St. Louis;300;$36.750 ;35%;In-store;Nike SB Zoom Stefan Janoski Canvas RM;AR7718-001
NIKE;1185732;17/03/2021;Midwest;Missouri;St. Louis;350;$30.625 ;35%;In-store;Nike Flex Contact 3;AQ7488-004
NIKE;1185732;17/03/2021;Midwest;Missouri;St. Louis;200;$24.000 ;40%;In-store;Jordan 'Why Not?' Zer0.2 SE PF;AV4126-002
NIKE;1185732;17/03/2021;Midwest;Missouri;St. Louis;250;$39.375 ;35%;In-store;Nike Shox TL Nova SP;CK2085-002
NIKE;1185732;17/03/2021;Midwest;Missouri;St. Louis;350;$61.250 ;50%;In-store;Nike Air Max 90;CU0675-300
NIKE;1185732;18/04/2021;Midwest;Missouri;St. Louis;575;$80.500 ;40%;In-store;Nike Benassi JDI Floral;618919-031
NIKE;1185732;18/04/2021;Midwest;Missouri;St. Louis;275;$28.875 ;35%;In-store;Nike Phantom Vision 2 Club Dynamic Fit MG;CD4159-606
NIKE;1185732;18/04/2021;Midwest;Missouri;St. Louis;275;$19.250 ;35%;In-store;Nike Potential 3;844127-108
NIKE;1185732;18/04/2021;Midwest;Missouri;St. Louis;200;$20.000 ;40%;In-store;Nike Epic React Flyknit 2;BQ8927-102
NIKE;1185732;18/04/2021;Midwest;Missouri;St. Louis;225;$31.500 ;35%;In-store;Nike Phantom Vision Club Dynamic Fit FG;AJ6959-717
NIKE;1185732;18/04/2021;Midwest;Missouri;St. Louis;350;$52.500 ;50%;In-store;Nike Air Max 97;921826-016
NIKE;1185732;19/05/2021;Midwest;Missouri;St. Louis;620;$99.200 ;40%;In-store;Nike x Olivia Kim Air Force 1 '07;CK3314-400
NIKE;1185732;19/05/2021;Midwest;Missouri;St. Louis;325;$39.813 ;35%;In-store;Nike TiempoX Lunar Legend VII Pro TF;AH7249-118
NIKE;1185732;19/05/2021;Midwest;Missouri;St. Louis;300;$31.500 ;35%;In-store;Nike M2K Tekno;BQ3378-002
NIKE;1185732;19/05/2021;Midwest;Missouri;St. Louis;225;$27.000 ;40%;In-store;Nike React City;BV7754-001
NIKE;1185732;19/05/2021;Midwest;Missouri;St. Louis;250;$39.375 ;35%;In-store;Nike Epic Phantom React Flyknit;BV0415-300
NIKE;1185732;19/05/2021;Midwest;Missouri;St. Louis;350;$87.500 ;50%;In-store;Nike SB Adversary Premium;CT3632-001
NIKE;1185732;18/06/2021;Midwest;Missouri;St. Louis;600;$84.000 ;40%;In-store;Air Jordan 11 Low;AR5149-005
NIKE;1185732;18/06/2021;Midwest;Missouri;St. Louis;350;$36.750 ;35%;In-store;Nike SB Air Zoom Bruin Edge;CD5036-100
NIKE;1185732;18/06/2021;Midwest;Missouri;St. Louis;375;$32.813 ;35%;In-store;Nike Daybreak;CQ7619-700
NIKE;1185732;18/06/2021;Midwest;Missouri;St. Louis;350;$35.000 ;40%;In-store;Nike Mercurial Superfly 7 Elite FG;AQ4174-049
NIKE;1185732;18/06/2021;Midwest;Missouri;St. Louis;350;$49.000 ;35%;In-store;Nike Air Max 90 Essential;AJ1285-101
NIKE;1185732;18/06/2021;Midwest;Missouri;St. Louis;525;$118.125 ;50%;In-store;Nike Air Zoom Pegasus 36 Premium Rise;AV6259-500
NIKE;1185732;17/07/2021;Midwest;Missouri;St. Louis;750;$120.000 ;40%;In-store;Nike Tiempo Legend 8 Academy MG;AT5292-004
NIKE;1185732;17/07/2021;Midwest;Missouri;St. Louis;500;$61.250 ;35%;In-store;Nike Tanjun;812654-011
NIKE;1185732;17/07/2021;Midwest;Missouri;St. Louis;425;$44.625 ;35%;In-store;Nike Air Max Triax 96 SP;CT5543-300
NIKE;1185732;17/07/2021;Midwest;Missouri;St. Louis;375;$45.000 ;40%;In-store;Nike SB Charge Slip Premium;CT3110-400
NIKE;1185732;17/07/2021;Midwest;Missouri;St. Louis;375;$52.500 ;35%;In-store;Nike Air Max 2090;CU9174-600
NIKE;1185732;17/07/2021;Midwest;Missouri;St. Louis;550;$123.750 ;50%;In-store;LeBron 16 Low;CI2668-004
NIKE;1185732;18/08/2021;Midwest;Missouri;St. Louis;700;$112.000 ;40%;In-store;Nike Zoom Rival Fly 2;CJ0509-001
NIKE;1185732;18/08/2021;Midwest;Missouri;St. Louis;475;$66.500 ;35%;In-store;Nike x Olivia Kim Air Mowabb;CK3312-001
NIKE;1185732;18/08/2021;Midwest;Missouri;St. Louis;400;$49.000 ;35%;In-store;Nike Offcourt SE;CT0624-100
NIKE;1185732;18/08/2021;Midwest;Missouri;St. Louis;325;$32.500 ;40%;In-store;Nike Zoom Pegasus Turbo Shield;CJ9712-001
NIKE;1185732;18/08/2021;Midwest;Missouri;St. Louis;300;$36.750 ;35%;In-store;Nike Air Max 97;CT1549-001
NIKE;1185732;18/08/2021;Midwest;Missouri;St. Louis;475;$95.000 ;50%;In-store;Nike Air Max 720 SE;CD0683-600
NIKE;1185732;19/09/2021;Midwest;Missouri;St. Louis;600;$84.000 ;40%;In-store;Nike Revolution 5 FlyEase;BQ3212-600
NIKE;1185732;19/09/2021;Midwest;Missouri;St. Louis;400;$42.000 ;35%;In-store;Nike Classic Cortez;807471-101
NIKE;1185732;19/09/2021;Midwest;Missouri;St. Louis;300;$15.750 ;35%;In-store;Nike Precision 4;CK1069-001
NIKE;1185732;19/09/2021;Midwest;Missouri;St. Louis;275;$16.500 ;40%;In-store;Nike Air Max 200;AT6175-100
NIKE;1185732;19/09/2021;Midwest;Missouri;St. Louis;275;$24.063 ;35%;In-store;Nike Air Max 270;AH6789-023
NIKE;1185732;19/09/2021;Midwest;Missouri;St. Louis;350;$52.500 ;50%;In-store;Nike Mercurial Vapor 13 Academy TF;AT7996-414
NIKE;1185732;18/10/2021;Midwest;Missouri;St. Louis;525;$73.500 ;40%;In-store;Nike SFB Gen 2 20cm (approx.);922474-001
NIKE;1185732;18/10/2021;Midwest;Missouri;St. Louis;350;$30.625 ;35%;In-store;Nike Air Max Dia;CI3898-200
NIKE;1185732;18/10/2021;Midwest;Missouri;St. Louis;250;$21.875 ;35%;In-store;Nike SB Alleyoop;CJ0882-001
NIKE;1185732;18/10/2021;Midwest;Missouri;St. Louis;225;$22.500 ;40%;In-store;Nike Zoom Rise;BQ5467-101
NIKE;1185732;18/10/2021;Midwest;Missouri;St. Louis;225;$27.563 ;35%;In-store;Nike Phantom Vision Academy Dynamic Fit IC;AO3267-080
NIKE;1185732;18/10/2021;Midwest;Missouri;St. Louis;350;$70.000 ;50%;In-store;Air Jordan 1 Low;553558-125
NIKE;1185732;18/11/2021;Midwest;Missouri;St. Louis;500;$70.000 ;40%;In-store;Nike Air Max Bella TR 2;AQ7492-010
